project_id,project_name,school_name,engineer_id,engineer_name,created_at,division,region,approval_status,uploader_type
1108316,CONSTRUCTION OF 2STY6CL AT BAYUGAN III NHS,Bayugan III NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108317,CONSTRUCTION OF 2STY6CL AT BAYUGAN III NHS,Bayugan III NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108311,CONSTRUCTION OF 1STY2CL AT BAYUGAN II NHS,Bayugan II National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108312,CONSTRUCTION OF 1STY2CL AT BAYUGAN II NHS,Bayugan II National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108313,CONSTRUCTION OF 1STY2CL AT BAYUGAN II NHS,Bayugan II National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108307,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108308,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108309,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108350,CONSTRUCTION OF 2STY6CL AT LUCENA NHS,Lucena NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108351,CONSTRUCTION OF 2STY6CL AT LUCENA NHS,Lucena NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108352,CONSTRUCTION OF 2STY6CL AT LUCENA NHS,Lucena NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108353,CONSTRUCTION OF 2STY6CL AT LUCENA NHS,Lucena NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108303,CONSTRUCTION OF 2STY4CL AT ANISLAGAN NHS,Anislagan NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108304,CONSTRUCTION OF 2STY4CL AT ANISLAGAN NHS,Anislagan NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108305,CONSTRUCTION OF 2STY4CL AT ANISLAGAN NHS,Anislagan NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108347,CONSTRUCTION OF 2STY6CL AT LIBERTAD NHS,Libertad NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108348,CONSTRUCTION OF 2STY6CL AT LIBERTAD NHS,Libertad NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108328,CONSTRUCTION OF 1STY2CL AT KAPATUNGAN NHS,Kapatungan NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108329,CONSTRUCTION OF 1STY2CL AT KAPATUNGAN NHS,Kapatungan NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108330,CONSTRUCTION OF 1STY2CL AT KAPATUNGAN NHS,Kapatungan NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108335,CONSTRUCTION OF 2STY6CL AT LA FORTUNA NHS,La Fortuna NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108336,CONSTRUCTION OF 2STY6CL AT LA FORTUNA NHS,La Fortuna NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108338,CONSTRUCTION OF 2-1STY3CL AT AURORA NHS,La Paz NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108339,CONSTRUCTION OF 2-1STY3CL AT AURORA NHS,La Paz NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108340,CONSTRUCTION OF 2-1STY3CL AT AURORA NHS,La Paz NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108341,CONSTRUCTION OF 2-1STY3CL AT AURORA NHS,La Paz NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108332,CONSTRUCTION OF 1STY2CL AT KASAPA NHS,Kasapa NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108333,CONSTRUCTION OF 1STY2CL AT KASAPA NHS,Kasapa NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108290,CONSTRUCTION OF 2STY6CL AT CECILIA NHS,Cecilia Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108291,CONSTRUCTION OF 2STY6CL AT CECILIA NHS,Cecilia Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108284,CONSTRUCTION OF 3STY12CL-3STY6CL-SHS UNIQUE WORKSHOP,Bunawan National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108285,CONSTRUCTION OF 3STY12CL-3STY6CL-SHS UNIQUE WORKSHOP,Bunawan National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108286,CONSTRUCTION OF 3STY12CL-3STY6CL-SHS UNIQUE WORKSHOP,Bunawan National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108287,CONSTRUCTION OF 3STY12CL-3STY6CL-SHS UNIQUE WORKSHOP,Bunawan National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108289,CONSTRUCTION OF 3STY12CL-3STY6CL-SHS UNIQUE WORKSHOP (7X22.5),Bunawan National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108294,CONSTRUCTION OF 3STY12CL-3STY6CL-SHS UNIQUE WORKSHOP (7X22.5) AT BUNAWAN NHS,Bunawan National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108295,CONSTRUCTION OF 3STY15CL-2STY12CL-SHS UNIQUE WORKSHOP (7X22.5) AT ESPERANZA NHS,Esperanza National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108296,CONSTRUCTION OF 3STY15CL-2STY12CL-SHS UNIQUE WORKSHOP (7X22.5) AT ESPERANZA NHS,Esperanza National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108297,CONSTRUCTION OF 3STY15CL-2STY12CL-SHS UNIQUE WORKSHOP (7X22.5) AT ESPERANZA NHS,Esperanza National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108300,CONSTRUCTION OF UNIQUE WORKSHOP (7X22.5) AT WEST PROSPERIDAD NHS,West Prosperidad Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108301,CONSTRUCTION OF UNIQUE WORKSHOP (7X22.5) AT WEST PROSPERIDAD NHS,West Prosperidad Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108278,CONSTRUCTION OF UNIQUE WORKSHOP (7X22.5),Salvacion NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108279,CONSTRUCTION OF UNIQUE WORKSHOP (7X22.5),Salvacion NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108280,CONSTRUCTION OF UNIQUE WORKSHOP (7X22.5),Salvacion NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108281,CONSTRUCTION OF UNIQUE WORKSHOP (7X22.5),Salvacion NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108282,CONSTRUCTION OF UNIQUE WORKSHOP (7X22.5),Salvacion NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108283,CONSTRUCTION OF UNIQUE WORKSHOP (7X22.5),Salvacion NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108288,CONSTRUCTION OF SHS UNIQUE WORKSHOP (7X22.5),Salvacion NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108270,CONSTRUCTION OF 1STY2CL AT CORPUZ NHS,Corpuz NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108271,CONSTRUCTION OF 1STY2CL AT CORPUZ NHS,Corpuz NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108272,CONSTRUCTION OF 1STY2CL AT CORPUZ NHS,Corpuz NHS,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108274,CONSTRUCTION OF 1STY2CL AT NATO NHS,Nato National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108275,CONSTRUCTION OF 1STY2CL AT NATO NHS,Nato National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108276,CONSTRUCTION OF 1STY2CL AT NATO NHS,Nato National High School,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108261,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108262,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108263,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108264,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108265,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108266,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108267,CONSTRUCTION OF 1STY2CL AT AURORA NHS,Aurora Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108252,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108253,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108254,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108255,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108256,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108257,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108258,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108259,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1108260,CONSTRUCTION OF 1STY2CL AT SALUG NHS,Salug Nhs,59e537e3-752f-43f7-a418-38fcdb413773,Mark Diody  Parcon,,AGUSAN DEL SUR,CARAGA,Pending,
1101363,Upgrading of Electrical System (Overhead System),Bogna Elementary School,6eb9753f-e7ac-47b7-b615-0924469eab79,Mark John Olfindo,,LEGASPI CITY,REGION V,Pending,DepEd Engineer
1102818,"CONSTRUCTION OF 1STY4CL (WITH TOILET) WITH PROVISION OF RAINWATER COLLECTOR, SCHOOL FURNITURE, SOLAR PV ENERGY SYSTEM, WATER SYSTEM AND FLOOD MARKER",Puhagan Elementary School,bcb5f66f-d28b-4483-bd6b-563eaa9943aa,JANE CRISTY UY,,SAMAR (WESTERN SAMAR),REGION VIII,Pending,DepEd Engineer
1103427,Construction of 1 Storey Library Hub Building (22.50m x 9.50m),Baliangao CS,0ed55a67-c938-4ec8-ae84-b577a79312d2,Bryan Rey Jamis,,MISAMIS OCCIDENTAL,REGION X,Pending,DepEd Engineer
1103520,Construction of 1 Storey Library Hub Building (22.50m x 9.50m),DALIPUGA CENTRAL SCHOOL,8dac7c0d-56f0-4281-9f1d-243115e9f63b,Lyndon  Inding,,ILIGAN CITY,REGION X,Pending,DepEd Engineer
1103720,Upgrading of Electrical System (Overhead System),Jose Porras ES,f33e8cd2-23ee-4f56-95c4-582a88793625,Nigel Marvin  Borja,,DAVAO CITY,REGION XI,Pending,DepEd Engineer
1103797,Repair of Classrooms,Malakeba Elementary School,f33e8cd2-23ee-4f56-95c4-582a88793625,Nigel Marvin  Borja,,DAVAO CITY,REGION XI,Pending,DepEd Engineer
1105539,4STY16CL,Dasmarinas North National High School (Annex G),1c6eaac6-6fc5-4d5d-9908-6f54a9816814,Aiza Bulaon,,DASMARINAS CITY,REGION IV-A,Pending,DepEd Engineer
1106762,Construction of Health Facility with 2 units Comfort Rooms and 2 units Handwashing,Daniel R. Aguinaldo NHS,f33e8cd2-23ee-4f56-95c4-582a88793625,Nigel Marvin  Borja,,DAVAO CITY,REGION XI,Pending,DepEd Engineer
1107337,"CY 2024 BASIC EDUCATION FACILITIES FUND-LIBRARY HUB (BATCH2), CENTRAL TAYTAY NATIONAL HIGH SCHOOL",Central Taytay National High Shool,b6465d01-acb3-4177-90cc-52c2218c33be,Jocelyn Rivas,,PALAWAN,MIMAROPA,Pending,DepEd Engineer
1108214,"CONSTRUCTION OF 1STY2CL & 1STY3CL (WITH TOILET) WITH PROVISION OF RAINWATER COLLECTOR, SCHOOL FURNITURE, SOLAR PV ENERGY SYSTEM, WATER SYSTEM AND FLOOD MARKER",Minarog Integrated School,bcb5f66f-d28b-4483-bd6b-563eaa9943aa,JANE CRISTY UY,,SAMAR (WESTERN SAMAR),REGION VIII,Pending,DepEd Engineer
1009773,Repair / Rehabilitation of Classrooms,Dawan NHS,787234f1-5357-471b-a0d6-be6eac3e082f,Domino Malabayabas,,MATI CITY,REGION XI,Pending,
1009785,Repair / Rehabilitation of Classrooms,Cambayaon ES,b31f1669-e69b-4e77-85ee-a86db8bf686c,Ador Anto,,BOHOL,REGION VII,Pending,
1009787,Repair of Classrooms,Canawa ES,b31f1669-e69b-4e77-85ee-a86db8bf686c,Ador Anto,,BOHOL,REGION VII,Pending,
1009799,"PROPOSED CONVERSION OF CLASSROOMS INTO INCLUSIVE LEARNING RESOURCE CENTER
 (REPAIR/REHABILITATION OF 3 BUILDINGS - 5 CLASSROOMS)",San Juan South Central School,61d93bd2-14fa-4ff0-8ee6-2aae69ced94d,Nick Jiro Jovero,,ILOCOS SUR,REGION I,Pending,
1009816,"Construction of 4-Storey 16 C/L  and  1-Storey 2C/L School Building, Vigan National Highschool West, Vigan City, Ilocos Sur With Bundled School Furniture",Vigan West National High School,8d031fa9-bd4a-47a5-8402-6d0ce6f95a8f,Ben John Lazo,,VIGAN CITY,REGION I,Pending,
1010038,1STY3CL,Baay ES,1516a394-ff23-41df-bacb-bf63ca53ceeb,Jacqueline Abiño,,BATAC CITY,REGION I,Pending,
1010039,Repair of Classrooms,Baoa ES,1516a394-ff23-41df-bacb-bf63ca53ceeb,Jacqueline Abiño,,BATAC CITY,REGION I,Pending,
1010040,Repair of Classrooms,Batac National High School,1516a394-ff23-41df-bacb-bf63ca53ceeb,Jacqueline Abiño,,BATAC CITY,REGION I,Pending,
1010042,Repair of Classrooms,Benigno Macadaeg Mem. ES,1516a394-ff23-41df-bacb-bf63ca53ceeb,Jacqueline Abiño,,BATAC CITY,REGION I,Pending,
1010046,Repair of Classrooms,Sumader ES,1516a394-ff23-41df-bacb-bf63ca53ceeb,Jacqueline Abiño,,BATAC CITY,REGION I,Pending,
1010073,Repair / Rehabilitation of Classrooms,Sapang Bato National High School,bac7885f-328c-47ae-a37e-1b4a5cc6949d,Norma Cabigting,,ANGELES CITY,REGION III,Pending,
1000467,Repair of Classrooms,Datu Balong NHS,0e09ce87-ae70-47e8-aa2a-bff639638b53,Ian Clark Lazo,,DAVAO DEL NORTE,REGION XI,Pending,
1055364,Conservation and Restoration of Gabaldon School Building,Compostela Central Elementary School SPED Center,a011d2db-5170-4861-9a51-766970cb3d46,Renalyn Jean Balong,,DAVAO DE ORO,REGION XI,Pending,
1010093,"Repair and Rehabilitation of School Building, San Juan Elementary School, Santa Marcela, Apayao",San Juan ES,937a30fb-1983-46fd-af3c-e50d6671a24c,Kristle Jane Vidad,,APAYAO,CAR,Pending,DepEd Engineer
1000556,"CONSTRUCTION OF ONE (1) STOREY - TWO (2) CLASSROOMS SCHOOL BUILDING (WITH COMMON TOILET) WITH PROVISION OF RAINWATER COLLECTOR, SCHOOL FURNITURE AND SOLAR PV ENERGY SYSTEM",Panoroganan ES,8dac7c0d-56f0-4281-9f1d-243115e9f63b,Lyndon  Inding,,ILIGAN CITY,REGION X,Pending,
